experiment,n_features,cv_mean,cv_std,cv_min,cv_max,cv_fold1,cv_fold2,cv_fold3,cv_fold4,cv_fold5
Baseline (이해관계자_불신지수 포함),27,0.16460304708711743,0.020750200026314985,0.1274352756173713,0.18561938592848612,0.1274352756173713,0.16122561773249663,0.18235587645116172,0.16637907970607135,0.18561938592848612
Current (이해관계자_불신지수 제거),26,0.14355663169341665,0.01972449709881247,0.1068852898422697,0.165030498736291,0.1068852898422697,0.15496331171466793,0.165030498736291,0.14443535844195088,0.14646869973190385
